"","hhid","Insert_prov_CHN","Cluster.No","Loan.Type","multi.level","Formal","Informal","L.Both","No.Loan","region","sex","educ","political.afl","married","havejob","rural","age","Income","Networth","Liquid Assets","NW-HE","Province"
"11522",2013016976,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",69,3385,30631.994140625,41114.89453125,7417.099609375,"Hubei"
"11523",2013016977,"Hubei",1,"Informal","1",0,1,0,0,"2","1","0","0","1","1","1",49,12000,487023.998046875,519500,-12976.001953125,"Hubei"
"11524",2013016978,"Hubei",1,"No.Loan","0",0,0,0,1,"2","0","0","0","1","1","1",63,5326,554428.250976562,563368.25,151120.032226562,"Hubei"
"11525",2013016980,"Hubei",1,"Informal","1",0,1,0,0,"2","1","0","0","1","1","1",61,49549,-124428.75,91350,-189428.75,"Hubei"
"11526",2013016981,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",68,19658,92602.0390625,107502.0390625,-7397.9609375,"Hubei"
"11527",2013016982,"Hubei",1,"Informal","1",0,1,0,0,"2","1","0","0","1","1","1",44,13073,120260.001953125,189400,-59739.998046875,"Hubei"
"11528",2013016983,"Hubei",1,"Informal","1",0,1,0,0,"2","1","0","0","1","1","1",60,111000,10691.75,33000,-19308.25,"Hubei"
"11529",2013016984,"Hubei",1,"Informal","1",0,1,0,0,"2","0","0","0","0","1","1",61,130,354914.71875,363824.71875,301375.57421875,"Hubei"
"11530",2013016985,"Hubei",1,"Formal","1",1,0,0,0,"2","0","0","0","1","1","1",50,36000,29948.7958984375,51850,-20051.2041015625,"Hubei"
"11531",2013016986,"Hubei",1,"Informal","1",0,1,0,0,"2","1","0","0","0","1","1",58,64940,25954.580078125,31736.580078125,2488,"Hubei"
"11532",2013016988,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",49,80932,398817.59375,443785.59375,-30350,"Hubei"
"11533",2013016992,"Hubei",1,"Informal","1",0,1,0,0,"2","1","0","0","1","1","1",53,42840,125150,186540,25150,"Hubei"
"11534",2013016993,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",43,30378,176138,209490,16138,"Hubei"
"11535",2013016996,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",31,40000,412294.96875,445138.96875,15756,"Hubei"
"11536",2013016997,"Hubei",1,"Informal","1",0,1,0,0,"2","1","0","0","1","1","1",44,50020,651260,680160,51260,"Hubei"
"11537",2013016998,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",68,1800,49044.162109375,54188.6875,4355.474609375,"Hubei"
"11538",2013016999,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","1","1","1","1",74,420,63733.482421875,74865.1796875,3733.482421875,"Hubei"
"11539",2013017001,"Hubei",1,"Informal","1",0,1,0,0,"2","1","0","0","1","0","1",61,17450,28410.0078125,50740,-11589.9921875,"Hubei"
"11540",2013017002,"Hubei",1,"Informal","1",0,1,0,0,"2","1","0","0","1","1","1",46,46000,169473.78515625,249073.78125,19400.00390625,"Hubei"
"11541",2013017003,"Hubei",1,"Informal","1",0,1,0,0,"2","0","0","0","1","1","1",32,10000,35950.01171875,255910,-214049.98828125,"Hubei"
"11542",2013017004,"Hubei",1,"Informal","1",0,1,0,0,"2","1","0","0","1","1","1",59,57200,174407.1796875,209840,-25592.8203125,"Hubei"
"11543",2013017005,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",51,30000,82513.9995117188,90200.796875,-3446.79736328125,"Hubei"
"11544",2013017006,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","1","1","1","1",69,10970,56220,68980,6220,"Hubei"
"11545",2013017007,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","1","1","1","1",49,35974,135800.015625,197500,-14199.984375,"Hubei"
"11546",2013017008,"Hubei",1,"Informal","1",0,1,0,0,"2","1","0","0","1","1","1",69,180,194665.999755859,200390,-5334.00024414062,"Hubei"
"11547",2013017011,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",33,41400,51512.00390625,87000,-8487.99609375,"Hubei"
"11548",2013017012,"Hubei",1,"Informal","1",0,1,0,0,"2","1","0","0","0","0","1",69,40700,199900.484375,313915,-100099.515625,"Hubei"
"11549",2013017013,"Hubei",1,"L.Both","1",0,0,1,0,"2","1","0","1","1","1","1",45,156680,433780.0078125,1172500,233780.0078125,"Hubei"
"11550",2013017014,"Hubei",1,"Informal","1",0,1,0,0,"2","0","0","0","1","0","1",51,107402,259144.55859375,314664.21875,15780.34765625,"Hubei"
"11551",2013017015,"Hubei",1,"No.Loan","0",0,0,0,1,"2","0","0","0","1","0","1",56,90070,361206.69921875,418786.6875,61206.69921875,"Hubei"
"11552",2013017017,"Hubei",1,"Informal","1",0,1,0,0,"2","1","0","0","1","1","1",53,45000,9602.22265625,150070.21875,-72467.99609375,"Hubei"
"11553",2013017032,"Hubei",1,"Informal","1",0,1,0,0,"2","1","0","0","1","1","0",63,66899,175114.703125,276023.71875,-12484.021484375,"Hubei"
"11554",2013017047,"Hubei",1,"No.Loan","0",0,0,0,1,"2","0","0","0","1","1","1",58,143800,134631.25,203831.25,64631.25,"Hubei"
"11555",2013017054,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","0","0",65,9600,47087.5703125,76203.5703125,-22912.4296875,"Hubei"
"11556",2013017059,"Hubei",1,"No.Loan","0",0,0,0,1,"2","0","0","0","1","1","1",49,107498,618200,673100,218200,"Hubei"
"11557",2013017062,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","0",65,157884,55208.046875,198000,-94791.953125,"Hubei"
"11558",2013017074,"Hubei",1,"No.Loan","0",0,0,0,1,"2","0","0","0","1","1","1",50,11980,142830,156990,42830,"Hubei"
"11559",2013017098,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","1","1","1","1",55,48222,325679.875,352979.875,239985.171875,"Hubei"
"11560",2013017101,"Hubei",1,"No.Loan","0",0,0,0,1,"2","0","0","0","1","1","0",39,88200,664130,712850,364130,"Hubei"
"11561",2013017103,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","1","0","1","1","0",38,35200,400600.015625,450000,50600.015625,"Hubei"
"11562",2013017104,"Hubei",1,"Informal","1",0,1,0,0,"2","1","0","0","1","1","1",51,500,246677.25390625,312020,-53322.74609375,"Hubei"
"11563",2013017105,"Hubei",1,"No.Loan","0",0,0,0,1,"2","0","0","0","1","1","0",39,1e+05,596900,755000,316900,"Hubei"
"11564",2013017108,"Hubei",1,"Informal","1",0,1,0,0,"2","1","0","0","1","0","1",45,1930,249959.998046875,302000,-10040.001953125,"Hubei"
"11565",2013017110,"Hubei",1,"No.Loan","0",0,0,0,1,"2","0","0","0","1","1","1",42,1440,907419.9921875,944600,757419.9921875,"Hubei"
"11566",2013017111,"Hubei",1,"Formal","1",1,0,0,0,"2","1","1","0","1","1","1",38,170000,875783.25,1213003.25,662779.9375,"Hubei"
"11567",2013017113,"Hubei",1,"L.Both","1",0,0,1,0,"2","1","0","0","1","0","1",51,200,155202,398000,-144798,"Hubei"
"11568",2013017114,"Hubei",2,"No.Loan","0",0,0,0,1,"2","1","0","0","1","0","0",37,61000,3674290.75,3938490.75,674290.75,"Hubei"
"11569",2013017115,"Hubei",1,"Informal","1",0,1,0,0,"2","1","1","0","1","1","0",36,149000,484635.109375,632628.6875,214635.109375,"Hubei"
"11570",2013017117,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",54,40000,336095.34765625,370854.03125,56095.34765625,"Hubei"
"11571",2013017118,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","0","0","0",54,22400,245079.998046875,266500,-4920.001953125,"Hubei"
"11572",2013017119,"Hubei",3,"L.Both","1",0,0,1,0,"2","1","0","0","1","1","0",52,3300000,18776480,2e+07,18456480,"Hubei"
"11573",2013017122,"Hubei",1,"Informal","1",0,1,0,0,"2","0","0","0","0","0","0",65,19572,-19287.390625,302000,-319287.390625,"Hubei"
"11574",2013017125,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","1","1","1","0","0",65,75300,372708.69140625,400928.6875,147708.69140625,"Hubei"
"11575",2013017126,"Hubei",1,"L.Both","1",0,0,1,0,"2","0","0","0","1","0","0",49,76595,-452493.1171875,448766.875,-577493.1171875,"Hubei"
"11576",2013017127,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","1","1","1","0",32,311000,935358.984375,1284959,635358.984375,"Hubei"
"11577",2013017128,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",30,330000,1496300,1573500,1296300,"Hubei"
"11578",2013017129,"Hubei",1,"Informal","1",0,1,0,0,"2","0","0","0","0","1","0",50,4160,372279.998046875,411870,172279.998046875,"Hubei"
"11579",2013017130,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","1","1","1","1","0",54,160900,303600,349600,203600,"Hubei"
"11580",2013017131,"Hubei",1,"Informal","1",0,1,0,0,"2","1","0","0","1","1","1",59,4200,167260,183680,-12740,"Hubei"
"11581",2013017132,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","1","1","1","0","0",68,69200,668771.248046875,692327.25,368771.248046875,"Hubei"
"11582",2013017133,"Hubei",1,"No.Loan","0",0,0,0,1,"2","0","0","0","1","0","0",57,72300,342839.99609375,364900,167839.99609375,"Hubei"
"11583",2013017134,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",29,54109,218920,242640,18920,"Hubei"
"11584",2013017138,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","0","0",39,32420,546519.998046875,573420,396519.998046875,"Hubei"
"11585",2013017140,"Hubei",1,"No.Loan","0",0,0,0,1,"2","0","0","0","1","0","1",43,50000,313203.99609375,343100,113203.99609375,"Hubei"
"11586",2013017141,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",47,30000,464413.9375,516633.9375,87779.984375,"Hubei"
"11587",2013017143,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","1","1","0","0",67,60000,364480.65234375,425240.65625,64480.65234375,"Hubei"
"11588",2013017144,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","0",66,52432,452209.99609375,481500,152209.99609375,"Hubei"
"11589",2013017146,"Hubei",1,"Informal","1",0,1,0,0,"2","1","1","0","1","1","0",46,32300,62299.99609375,112900,-37700.00390625,"Hubei"
"11590",2013017147,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","0","1",75,10152,220369.22265625,253229.21875,120369.22265625,"Hubei"
"11591",2013017148,"Hubei",1,"No.Loan","0",0,0,0,1,"2","0","1","0","1","1","0",38,155800,924900,968300,424900,"Hubei"
"11592",2013017149,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","1","0","1","1","0",40,81000,531892.05859375,588291.0625,131892.05859375,"Hubei"
"11593",2013017150,"Hubei",1,"Formal","1",1,0,0,0,"2","1","0","1","1","0","0",60,139800,565807.1875,1159207.25,305807.1875,"Hubei"
"11594",2013017151,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","0","0","0",70,30100,60340,79000,10340,"Hubei"
"11595",2013017153,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",52,63201,271740,332000,-28260,"Hubei"
"11596",2013017155,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",58,1500,332122.4375,350862.4375,132122.4375,"Hubei"
"11597",2013017156,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",47,36196,79551.5625,119274.6796875,69551.5625,"Hubei"
"11598",2013017157,"Hubei",1,"Informal","1",0,1,0,0,"2","1","0","0","1","1","1",50,49018,-3528.99951171875,64300,-63528.9995117188,"Hubei"
"11599",2013017158,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","1","1","1","1",56,1740,19888.0078125,89500,-55111.9921875,"Hubei"
"11600",2013017159,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",54,52700,182045.4765625,229885.46875,110160.014648438,"Hubei"
"11601",2013017160,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",39,39040,287369.998046875,311200,207369.998046875,"Hubei"
"11602",2013017161,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",61,9872,63211.2138671875,74800,13211.2138671875,"Hubei"
"11603",2013017162,"Hubei",1,"No.Loan","0",0,0,0,1,"2","0","0","0","0","0","1",80,1720,52840.0002441406,55050,-2159.99975585938,"Hubei"
"11604",2013017163,"Hubei",1,"Formal","1",1,0,0,0,"2","1","0","0","1","0","1",48,5794,17460,46200,-540,"Hubei"
"11605",2013017164,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",53,7975,164954,178534,12720,"Hubei"
"11606",2013017165,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",36,51030,269080,310000,169080,"Hubei"
"11607",2013017166,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",62,37746,282303.998046875,310500,82303.998046875,"Hubei"
"11608",2013017168,"Hubei",1,"No.Loan","0",0,0,0,1,"2","0","0","0","1","1","1",61,15474,101036.000976562,109450,71036.0009765625,"Hubei"
"11609",2013017169,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",52,30800,229776,292200,79776,"Hubei"
"11610",2013017171,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","0","0","1",29,1000,272999.998046875,295000,122999.998046875,"Hubei"
"11611",2013017172,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",53,36250,498692.4375,610776.4375,318692.4375,"Hubei"
"11612",2013017173,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",46,122590,293491.3125,305991.3125,243491.3125,"Hubei"
"11613",2013017175,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",51,11000,879677.875,907859.125,679677.875,"Hubei"
"11614",2013017176,"Hubei",1,"Informal","1",0,1,0,0,"2","1","0","1","1","1","1",49,87640,1980455.4921875,2074355.5,1830455.4921875,"Hubei"
"11615",2013017177,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","1","1","1","1",57,45000,950816.38671875,1013716.375,-49183.61328125,"Hubei"
"11616",2013017179,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",41,49250,268027.845703125,284500,118027.845703125,"Hubei"
"11617",2013017180,"Hubei",1,"L.Both","1",0,0,1,0,"2","1","0","0","1","1","1",54,31242,-22820,31660,-42820,"Hubei"
"11618",2013017181,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",62,1700,151911.5390625,167200,121911.5390625,"Hubei"
"11619",2013017182,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",52,13200,115140,139000,30140,"Hubei"
"11620",2013017183,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",59,300,113440,129000,13440,"Hubei"
"11621",2013017184,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",51,600,836270,852800,736270,"Hubei"
"11622",2013017185,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","1","1","1","1",68,17031,115404,117800,15404,"Hubei"
"11623",2013017186,"Hubei",1,"Informal","1",0,1,0,0,"2","1","0","0","1","1","1",51,15200,121320,146400,91320,"Hubei"
"11624",2013017187,"Hubei",1,"Informal","1",0,1,0,0,"2","1","0","0","1","1","1",50,32900,406235.4375,633519.4375,320948.875,"Hubei"
"11625",2013017188,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","1","0","1","1","1",39,14940,37218.43359375,71000,-12781.56640625,"Hubei"
"11626",2013017189,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","1","0","1","1","1",37,57160,653160.001953125,677760,553160.001953125,"Hubei"
"11627",2013017190,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",60,25120,402080,413100,376080,"Hubei"
"11628",2013017191,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","1","1","1","1",56,15900,355470,379550,205470,"Hubei"
"11629",2013017192,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","1","0","1","1",47,117450,515095.3125,677500,115095.3125,"Hubei"
"11630",2013017193,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","0","1","1",40,1560,362905,379100,262905,"Hubei"
"11631",2013017264,"Hubei",1,"No.Loan","0",0,0,0,1,"2","0","0","0","1","0","0",57,168200,467746.234375,502500,447746.234375,"Hubei"
"11632",2013017283,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","1","0","1","1","1",61,30220,44559.9990234375,69100,-5440.0009765625,"Hubei"
"11633",2013017289,"Hubei",1,"No.Loan","0",0,0,0,1,"2","0","0","0","1","1","1",52,181000,224463.234375,299495.125,74463.234375,"Hubei"
"11634",2013017294,"Hubei",2,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","0",31,381000,2152479.9921875,2207000,1652479.9921875,"Hubei"
"11635",2013017299,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","1","1","1","0","0",63,467000,808816.16796875,834987.4375,358816.16796875,"Hubei"
"11636",2013017301,"Hubei",1,"Formal","1",1,0,0,0,"2","0","0","0","1","1","0",40,47453,480264.00390625,601000,30264.00390625,"Hubei"
"11637",2013017313,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","1","1","1","1","0",44,99500,415432.00390625,461600,190432.00390625,"Hubei"
"11638",2013017321,"Hubei",2,"No.Loan","0",0,0,0,1,"2","1","1","0","1","1","1",42,104500,2301020.0078125,2378020,2016799.9921875,"Hubei"
"11639",2013017325,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","0",43,25000,237546.841796875,269506.84375,49624.779296875,"Hubei"
"11640",2013017329,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","0","0",64,122400,860236.1875,933099.625,60236.1875,"Hubei"
"11641",2013017338,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","1","0","1","0","1",73,210700,224412,285000,74412,"Hubei"
"11642",2013017350,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",65,4410,68243.84765625,93931.046875,-24581.419921875,"Hubei"
"11643",2013017408,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",38,3000,536516.140625,604000,236516.140625,"Hubei"
"11644",2013017410,"Hubei",1,"L.Both","1",0,0,1,0,"2","1","1","1","1","1","0",53,89211,1440794.49804688,2019394.375,-259205.501953125,"Hubei"
"11645",2013017414,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","1","0","0","0",75,14720,198963.328125,217913.328125,-1036.671875,"Hubei"
"11646",2013017448,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",67,32520,257760.296875,346688.5,-42239.703125,"Hubei"
"11647",2013017463,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","0","1",85,2140,19313.3919677734,20700,-686.608032226562,"Hubei"
"11648",2013017474,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","1","1","1","1",49,31850,213114.21875,247214.21875,27625.25,"Hubei"
"11649",2013017476,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","1","1","0","0",70,36500,98132.7265625,129780.7265625,-21867.2734375,"Hubei"
"11650",2013017477,"Hubei",1,"No.Loan","0",0,0,0,1,"2","0","0","0","1","1","1",53,122500,354858.25,453774.25,104858.25,"Hubei"
"11651",2013017478,"Hubei",1,"Informal","1",0,1,0,0,"2","1","0","0","1","1","1",47,40800,373900.00390625,433500,23900.00390625,"Hubei"
"11652",2013017480,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","0","0","1",85,7200,74285.1330566406,76565.1328125,-2215.85913085938,"Hubei"
"11653",2013017484,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","1","0","1","1","0",49,70092,268630.341796875,287690.34375,18630.341796875,"Hubei"
"11654",2013017495,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","1","0","1","1","0",58,68700,361984.00390625,387220,-8015.99609375,"Hubei"
"11655",2013017496,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","0",35,40600,611065.09765625,719075.375,311065.09765625,"Hubei"
"11656",2013017499,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",45,47672,334567.69140625,371559.6875,134567.69140625,"Hubei"
"11657",2013017500,"Hubei",1,"Formal","1",1,0,0,0,"2","1","0","0","1","1","1",47,78000,206032.875,333792.875,12239.984375,"Hubei"
"11658",2013017501,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",48,67636,95503.1630859375,107331.1640625,45503.1630859375,"Hubei"
"11659",2013017502,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",49,72940,275635.98046875,340035.96875,5220.01171875,"Hubei"
"11660",2013017503,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","1","1","1","0","0",62,36410,165752.76953125,200032.765625,25752.76953125,"Hubei"
"11661",2013017504,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","0","1",50,1010,93961.99609375,119500,-6038.00390625,"Hubei"
"11662",2013017506,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",75,7484,43080,52300,-6920,"Hubei"
"11663",2013017508,"Hubei",1,"Informal","1",0,1,0,0,"2","1","0","0","1","1","1",50,35088,-4979.99609375,62500,-34979.99609375,"Hubei"
"11664",2013017509,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","1","1","1","1",69,1320,428691.27734375,460519.28125,381.046875,"Hubei"
"11665",2013017510,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",53,14190,196580.984375,224000,76580.984375,"Hubei"
"11666",2013017511,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",56,40300,115000,183200,-15000,"Hubei"
"11667",2013017513,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",47,33408,344131.98046875,403890,164131.98046875,"Hubei"
"11668",2013017514,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",66,45314,132949.1015625,154091.75,-14837.4609375,"Hubei"
"11669",2013017516,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",70,57475,163753.078125,192000,-16246.921875,"Hubei"
"11670",2013017517,"Hubei",1,"No.Loan","0",0,0,0,1,"2","0","0","0","0","0","1",76,2220,45822.0002441406,49090,15822.0002441406,"Hubei"
"11671",2013017518,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",61,18375,17039.6752929688,24223.67578125,-2960.32470703125,"Hubei"
"11672",2013017520,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",57,162055,135037.36328125,172400,-14962.63671875,"Hubei"
"11673",2013017522,"Hubei",1,"Informal","1",0,1,0,0,"2","1","0","0","1","1","1",44,12161,180199.984375,373800,-69800.015625,"Hubei"
"11674",2013017523,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","1","1","1","1",68,1560,212519.092773438,227614.09375,192519.092773438,"Hubei"
"11675",2013017525,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","1","1","1","1",66,166000,196504.625,250148.625,31255.9921875,"Hubei"
"11676",2013017527,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","0","1","1",72,4400,90191.998046875,119600,-9808.001953125,"Hubei"
"11677",2013017528,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",70,14500,231600.0078125,304500,191600.0078125,"Hubei"
"11678",2013017529,"Hubei",1,"Informal","1",0,1,0,0,"2","1","0","0","1","1","1",61,18963,3874.416015625,20550,-16125.583984375,"Hubei"
"11679",2013017530,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","0",66,2200,87681.7583007812,92165.7578125,67516.0004882812,"Hubei"
"11680",2013017531,"Hubei",1,"Informal","1",0,1,0,0,"2","1","0","0","1","1","1",39,12750,99068.828125,196938.828125,-50931.171875,"Hubei"
"11681",2013017533,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",72,4295,8459.0029296875,23635,-11540.9970703125,"Hubei"
"11682",2013017535,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",45,70250,87733.546875,200973.578125,37733.546875,"Hubei"
"11683",2013017536,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",62,21500,35291.99609375,52000,5291.99609375,"Hubei"
"11684",2013017537,"Hubei",1,"No.Loan","0",0,0,0,1,"2","0","0","0","1","1","1",68,53320,2999.2470703125,11211.248046875,-5662.0009765625,"Hubei"
"11685",2013017539,"Hubei",1,"Informal","1",0,1,0,0,"2","1","0","0","1","1","1",58,157895,22037.279296875,94221.28125,-50223.853515625,"Hubei"
"11686",2013017540,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",51,133950,580499.999023438,592480,570499.999023438,"Hubei"
"11687",2013017541,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",62,20000,88072.1875,104842.1171875,28072.1875,"Hubei"
"11688",2013017542,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",42,104200,206884.000976562,221600,81884.0009765625,"Hubei"
"11689",2013017543,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",72,21760,38898.28515625,51000,18898.28515625,"Hubei"
"11690",2013017544,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",43,71660,106441,188600,76441,"Hubei"
"11691",2013017545,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",63,8330,167048.00390625,185940,157048.00390625,"Hubei"
"11692",2013017546,"Hubei",1,"Informal","1",0,1,0,0,"2","1","0","0","1","1","1",51,71307,30333.248046875,159733.25,-77139.994140625,"Hubei"
"11693",2013017549,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",52,35350,283985.9140625,414931.46875,43994.796875,"Hubei"
"11694",2013017550,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",53,60000,252938.00390625,299050,102938.00390625,"Hubei"
"11695",2013017551,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",49,60000,142655.998046875,162160,42655.998046875,"Hubei"
"11696",2013017552,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",54,25100,87814.33203125,120997.265625,-12185.66796875,"Hubei"
"11697",2013017553,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",53,71000,173219.875,210359.875,73219.875,"Hubei"
"11698",2013017555,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","0","0","1",83,100818,150884.349609375,173075,50884.349609375,"Hubei"
"11699",2013017556,"Hubei",1,"Informal","1",0,1,0,0,"2","1","0","0","0","1","1",63,151724,-74435.78515625,27530,-94435.78515625,"Hubei"
"11700",2013017558,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",64,1820,25937.00390625,43600,10937.00390625,"Hubei"
"11701",2013017559,"Hubei",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",48,83141,236800,257500,76800,"Hubei"
